Date,Description,Amount,Transaction Type,Category,Account Name
01/03/2018,Barbershop,1.75,debit,Restaurants,Platinum Card
04/13/2018,Credit Card Payment,2081.46,credit,Credit Card Payment,Checking
07/14/2018,Grocery Store,199.54,debit,Restaurants,Platinum Card
01/02/2018,Biweekly Paycheck,2002.81,debit,Paycheck,Platinum Card
01/12/2018,State Farm,185.98,debit,Coffee Shops,Platinum Card
04/16/2019,Phone Company,108.3,debit,Shopping,Platinum Card
08/27/2018,Grocery Store,164.62,debit,Restaurants,Silver Card
06/03/2018,Greek Restaurant,178.91,debit,Coffee Shops,Platinum Card
05/01/2019,Sheetz,85.85,debit,Gas & Fuel,Platinum Card
08/14/2019,City Water Charges,200.7,debit,Electronics & Software,Silver Card
06/27/2018,Chick-Fil-A,1.75,debit,Television,Silver Card
02/21/2018,Amazon,1.75,debit,Mortgage & Rent,Platinum Card
06/28/2019,QuikTrip,200.18,debit,Haircut,Platinum Card
09/02/2018,Movie Theater,1.75,debit,Coffee Shops,Platinum Card
05/21/2018,Phone Company,197.78,debit,Utilities,Platinum Card
01/14/2019,Brunch Restaurant,3.46,debit,Home Improvement,Checking
01/12/2018,Amazon Video,146.39,debit,Home Improvement,Platinum Card
03/02/2018,Grocery Store,190.22,debit,Alcohol & Bars,Silver Card
07/08/2018,Hardware Store,183.36,debit,Shopping,Platinum Card
04/23/2018,Hardware Store,191.65,debit,Alcohol & Bars,Platinum Card
04/25/2019,Sheetz,189.48,debit,Food & Dining,Checking
12/07/2018,Amazon,28.07,debit,Coffee Shops,Platinum Card
04/23/2018,Internet Service Provider,147.74,debit,Home Improvement,Platinum Card
04/24/2018,Biweekly Paycheck,56.14,debit,Auto Insurance,Platinum Card
04/12/2018,Vietnamese Restaurant,138.68,debit,Restaurants,Platinum Card
04/25/2018,Credit Card Payment,144.49,debit,Restaurants,Platinum Card
01/21/2019,Credit Card Payment,1.75,credit,Credit Card Payment,Silver Card
10/18/2018,Brewing Company,1.75,debit,Shopping,Silver Card
05/18/2018,Phone Company,17.38,debit,Shopping,Checking
01/21/2019,Bakery Place,137.16,debit,Mortgage & Rent,Platinum Card
05/05/2018,Netflix,189.36,debit,Haircut,Platinum Card
08/01/2018,Chick-Fil-A,1.75,debit,Haircut,Platinum Card
07/09/2018,Thai Restaurant,1.75,debit,Utilities,Platinum Card
06/12/2019,Biweekly Paycheck,2420.76,credit,Paycheck,Checking
05/01/2018,Spotify,1.75,debit,Music,Platinum Card
09/07/2018,Credit Card Payment,1958.33,debit,Credit Card Payment,Silver Card
01/25/2019,Amazon,21.67,debit,Fast Food,Silver Card
06/21/2018,Gas Station,176.89,debit,Utilities,Platinum Card
12/18/2018,Spotify,44.37,credit,Mobile Phone,Silver Card
04/30/2019,Starbucks,1.75,debit,Coffee Shops,Platinum Card
03/23/2019,Biweekly Paycheck,977.97,credit,Paycheck,Checking
02/07/2018,Internet Service Provider,183.87,debit,Haircut,Platinum Card
06/26/2018,Food Truck,151.65,debit,Fast Food,Platinum Card
06/04/2019,Biweekly Paycheck,3363.22,credit,Paycheck,Checking
04/27/2019,Chevron,180.55,debit,Restaurants,Silver Card
06/12/2018,Grocery Store,185.04,debit,Restaurants,Platinum Card
04/23/2018,Starbucks,200.64,debit,Alcohol & Bars,Platinum Card
07/18/2018,Gas Company,1.75,debit,Food & Dining,Silver Card
02/26/2018,Biweekly Paycheck,2722.54,credit,Paycheck,Checking
03/18/2019,Internet Service Provider,93.93,debit,Electronics & Software,Platinum Card
08/14/2019,Spotify,168.48,debit,Movies & DVDs,Platinum Card
05/18/2018,Gas Company,75.84,debit,Groceries,Checking
01/01/2018,Netflix,1.75,debit,Mortgage & Rent,Silver Card
06/12/2018,Mortgage Payment,133.14,debit,Restaurants,Silver Card
05/03/2018,Biweekly Paycheck,1.75,debit,Credit Card Payment,Platinum Card
09/01/2018,American Tavern,80.52,debit,Restaurants,Platinum Card
06/30/2019,Biweekly Paycheck,959.47,credit,Paycheck,Checking
08/27/2018,State Farm,1.75,debit,Restaurants,Silver Card
01/05/2019,Biweekly Paycheck,1244.91,credit,Paycheck,Checking
07/15/2018,Internet Service Provider,44.38,debit,Shopping,Platinum Card
05/28/2019,Brewing Company,12.7,debit,Fast Food,Platinum Card
03/02/2018,Credit Card Payment,640.15,credit,Credit Card Payment,Checking
06/22/2018,Irish Restaurant,133.97,debit,Alcohol & Bars,Platinum Card
08/17/2019,Movie Theater,160.32,debit,Mortgage & Rent,Silver Card
04/23/2018,Credit Card Payment,335.96,credit,Paycheck,Platinum Card
02/15/2019,Mortgage Payment,200.18,debit,Groceries,Checking
03/22/2019,Starbucks,198.9,debit,Groceries,Silver Card
07/15/2018,Japanese Restaurant,4.93,debit,Shopping,Platinum Card
01/21/2019,Netflix,1.75,debit,Haircut,Checking
10/17/2018,Grocery Store,1.75,debit,Fast Food,Platinum Card
11/08/2018,Shell,92.58,debit,Shopping,Platinum Card
03/08/2018,Biweekly Paycheck,1976.84,credit,Paycheck,Checking
01/05/2019,Phone Company,186.12,debit,Utilities,Checking
07/09/2018,Barbershop,109.12,debit,Groceries,Checking
01/03/2019,Grocery Store,87.45,debit,Electronics & Software,Silver Card
02/03/2018,Amazon,134.17,debit,Groceries,Platinum Card
08/01/2018,Hardware Store,54.21,debit,Utilities,Platinum Card
04/11/2018,Credit Card Payment,149.35,debit,Credit Card Payment,Checking
08/27/2018,Hardware Store,24.81,debit,Credit Card Payment,Platinum Card
02/27/2019,Phone Company,52.12,debit,Restaurants,Checking
12/21/2018,Credit Card Payment,961.11,debit,Credit Card Payment,Platinum Card
01/21/2019,BBQ Restaurant,119.52,debit,Entertainment,Checking
04/27/2019,Brewing Company,199.47,debit,Fast Food,Checking
04/11/2018,Spotify,1.75,debit,Utilities,Checking
03/19/2018,Amazon,148.71,debit,Mortgage & Rent,Silver Card
01/05/2018,Amazon,82.51,debit,Gas & Fuel,Checking
05/09/2019,Grocery Store,193.96,debit,Restaurants,Silver Card
01/11/2018,Amazon,1.75,debit,Food & Dining,Silver Card
02/16/2019,Amazon,1.75,debit,Gas & Fuel,Platinum Card
01/11/2018,City Water Charges,199.62,debit,Alcohol & Bars,Silver Card
11/12/2018,Mortgage Payment,167.49,debit,Gas & Fuel,Platinum Card
05/27/2019,City Water Charges,1.75,debit,Home Improvement,Platinum Card
05/15/2018,Brewing Company,1.75,debit,Gas & Fuel,Platinum Card
10/23/2018,Credit Card Payment,2139.37,credit,Credit Card Payment,Checking
05/17/2018,Phone Company,196.77,debit,Movies & DVDs,Platinum Card
12/26/2018,Phone Company,182.55,debit,Fast Food,Platinum Card
06/08/2018,Biweekly Paycheck,2182.7,credit,Paycheck,Checking
05/30/2019,Chevron,3363.41,debit,Mobile Phone,Silver Card
07/09/2018,Amazon,174.76,debit,Shopping,Platinum Card
02/21/2018,German Restaurant,2123.88,credit,Paycheck,Checking
03/03/2018,Biweekly Paycheck,74.08,debit,Credit Card Payment,Platinum Card
01/09/2018,Grocery Store,122.97,debit,Coffee Shops,Checking
05/01/2018,Power Company,141.31,debit,Alcohol & Bars,Platinum Card
06/06/2018,Circle K,182.45,debit,Shopping,Platinum Card
05/09/2018,Credit Card Payment,1.75,debit,Credit Card Payment,Platinum Card
07/04/2018,BBQ Restaurant,2055.43,debit,Mortgage & Rent,Silver Card
08/17/2018,Biweekly Paycheck,3250.88,debit,Paycheck,Checking
06/10/2018,Grocery Store,147.28,debit,Fast Food,Platinum Card
05/29/2018,Belgian Restaurant,197.34,debit,Utilities,Silver Card
11/08/2018,Roadside Diner,1.75,debit,Alcohol & Bars,Platinum Card
03/23/2019,Amazon,93.45,debit,Credit Card Payment,Platinum Card
07/15/2018,Brewing Company,1.75,debit,Restaurants,Platinum Card
01/31/2019,Amazon,188.39,debit,Shopping,Checking
04/08/2018,Credit Card Payment,1.75,debit,Credit Card Payment,Silver Card
10/17/2018,Movie Theater,165.16,debit,Groceries,Platinum Card
05/01/2019,Spotify,975.4,debit,Fast Food,Checking
11/23/2018,Credit Card Payment,28.8,debit,Credit Card Payment,Silver Card
02/12/2018,Go Mart,163.29,debit,Gas & Fuel,Platinum Card
02/13/2019,Netflix,199.77,debit,Mobile Phone,Platinum Card
06/27/2018,Japanese Restaurant,199.57,debit,Gas & Fuel,Silver Card
05/14/2018,Credit Card Payment,1922.51,debit,Entertainment,Silver Card
04/03/2018,Grocery Store,1.75,debit,Alcohol & Bars,Platinum Card
10/23/2018,Amazon Video,140.3,debit,Movies & DVDs,Platinum Card
04/25/2019,Barbershop,169.84,debit,Utilities,Platinum Card
01/19/2018,Brunch Restaurant,73.73,debit,Auto Insurance,Checking
08/03/2018,Grocery Store,1.75,debit,Utilities,Platinum Card
06/12/2019,Chili's,15.29,debit,Food & Dining,Silver Card
08/20/2018,Biweekly Paycheck,3273.24,credit,Paycheck,Checking
02/04/2018,QuikTrip,1.75,debit,Shopping,Platinum Card
02/14/2018,Power Company,81.99,debit,Coffee Shops,Platinum Card
03/20/2019,Wendy's,1.75,debit,Restaurants,Platinum Card
03/01/2019,Biweekly Paycheck,1963.37,credit,Credit Card Payment,Checking
08/15/2018,Italian Restaurant,1.75,debit,Gas & Fuel,Silver Card
03/27/2019,Barbershop,199.91,debit,Electronics & Software,Platinum Card
06/18/2018,Amazon,1.75,debit,Restaurants,Platinum Card
11/20/2018,Bojangles,66.98,debit,Mobile Phone,Silver Card
03/01/2019,Barbershop,1.75,debit,Groceries,Platinum Card
04/22/2018,Shell,199.22,debit,Utilities,Checking
10/27/2018,Amazon,199.97,debit,Alcohol & Bars,Platinum Card
11/19/2018,Wendy's,30.34,debit,Credit Card Payment,Checking
03/01/2019,Amazon,191.34,debit,Utilities,Platinum Card
06/14/2019,Conoco,176.91,debit,Restaurants,Silver Card
07/15/2018,Roadside Diner,199.09,debit,Shopping,Platinum Card
07/09/2018,Irish Restaurant,1.75,debit,Utilities,Checking
06/12/2018,City Water Charges,31.32,debit,Movies & DVDs,Platinum Card
08/02/2019,Credit Card Payment,1.75,debit,Credit Card Payment,Platinum Card
05/14/2018,Credit Card Payment,963.93,debit,Credit Card Payment,Checking
04/18/2019,Mediterranean Restaurant,188.31,debit,Haircut,Checking
03/18/2019,Seafood Restaurant,84.54,debit,Utilities,Checking
06/16/2018,Fancy Restaurant,1.75,debit,Auto Insurance,Platinum Card
10/21/2018,Hardware Store,225.03,debit,Credit Card Payment,Silver Card
03/26/2018,Internet Service Provider,100.82,debit,Restaurants,Platinum Card
06/17/2019,BP,199.42,debit,Auto Insurance,Checking
11/20/2018,Gas Station,1.75,debit,Alcohol & Bars,Silver Card
08/01/2018,Gas Company,83.61,debit,Coffee Shops,Platinum Card
06/03/2018,Starbucks,1.75,debit,Restaurants,Platinum Card
12/11/2018,Barbershop,1.75,debit,Restaurants,Platinum Card
02/01/2019,Fancy Restaurant,177.4,debit,Restaurants,Platinum Card
04/21/2018,Brunch Restaurant,185.79,debit,Restaurants,Platinum Card
10/08/2018,Go Mart,1264.48,debit,Alcohol & Bars,Platinum Card
02/14/2018,Biweekly Paycheck,2007.0,credit,Paycheck,Checking
06/23/2018,Credit Card Payment,978.68,credit,Credit Card Payment,Checking
06/27/2018,Grocery Store,172.89,debit,Auto Insurance,Silver Card
04/25/2018,QuikTrip,1.75,debit,Fast Food,Platinum Card
09/02/2018,Hardware Store,13.21,debit,Restaurants,Platinum Card
07/02/2018,BP,55.46,debit,Gas & Fuel,Platinum Card
11/19/2018,Amazon,35.69,debit,Restaurants,Silver Card
03/18/2019,Biweekly Paycheck,2861.74,credit,Paycheck,Checking
04/22/2019,Credit Card Payment,2776.2,credit,Restaurants,Checking
05/29/2018,Spotify,124.09,debit,Shopping,Platinum Card
07/15/2018,Movie Theater,1.75,debit,Haircut,Platinum Card
08/04/2018,Internet Service Provider,1.75,debit,Restaurants,Platinum Card
06/08/2018,Food Truck,3200.73,debit,Groceries,Checking
11/06/2018,Grocery Store,196.56,debit,Movies & DVDs,Platinum Card
08/11/2018,Barbershop,824.75,debit,Paycheck,Checking
05/24/2018,Biweekly Paycheck,1141.88,credit,Credit Card Payment,Checking
06/09/2018,Roadside Diner,2219.98,debit,Credit Card Payment,Platinum Card
09/20/2018,Barbershop,182.71,debit,Fast Food,Platinum Card
01/15/2018,Mortgage Payment,101.58,debit,Shopping,Platinum Card
12/06/2018,State Farm,1.75,debit,Shopping,Platinum Card
11/08/2018,Valero,199.51,debit,Internet,Silver Card
05/15/2018,Greek Restaurant,46.33,debit,Groceries,Platinum Card
02/21/2018,Biweekly Paycheck,975.16,credit,Paycheck,Silver Card
01/09/2019,Hardware Store,200.17,debit,Shopping,Platinum Card
09/18/2019,Mortgage Payment,75.79,debit,Restaurants,Platinum Card
07/09/2018,Valero,1.75,credit,Credit Card Payment,Platinum Card
04/18/2019,Biweekly Paycheck,210.61,credit,Paycheck,Checking
07/11/2018,American Tavern,182.49,debit,Utilities,Platinum Card
04/24/2018,New York Deli,104.79,credit,Credit Card Payment,Silver Card
08/11/2018,Grocery Store,93.73,debit,Auto Insurance,Platinum Card
01/11/2018,Mortgage Payment,200.58,debit,Utilities,Platinum Card
12/18/2018,Barbershop,163.36,debit,Restaurants,Platinum Card
02/27/2019,Latin Restaurant,502.53,debit,Groceries,Silver Card
08/04/2018,Biweekly Paycheck,180.99,debit,Television,Checking
05/14/2019,Mortgage Payment,195.78,debit,Restaurants,Checking
07/09/2018,Credit Card Payment,453.22,debit,Mobile Phone,Checking
06/27/2018,Starbucks,65.04,debit,Restaurants,Checking
01/16/2019,Steakhouse,188.55,debit,Food & Dining,Platinum Card
05/24/2018,Credit Card Payment,191.87,debit,Movies & DVDs,Platinum Card
03/09/2019,City Water Charges,179.88,debit,Utilities,Checking
03/04/2018,American Tavern,191.92,debit,Gas & Fuel,Checking
01/01/2019,Irish Restaurant,200.23,debit,Restaurants,Silver Card
07/08/2018,Chick-Fil-A,130.19,debit,Restaurants,Platinum Card
04/14/2018,Power Company,200.48,debit,Gas & Fuel,Platinum Card
09/12/2018,Best Buy,1.75,debit,Home Improvement,Platinum Card
04/26/2018,Amazon,1.75,debit,Utilities,Platinum Card
08/04/2018,City Water Charges,108.92,debit,Restaurants,Silver Card
10/09/2018,Thai Restaurant,1.75,debit,Gas & Fuel,Platinum Card
03/01/2018,Blue Sky Market,198.66,debit,Movies & DVDs,Platinum Card
05/25/2018,Power Company,195.34,debit,Alcohol & Bars,Platinum Card
03/13/2019,Biweekly Paycheck,1969.58,credit,Paycheck,Checking
01/21/2019,Biweekly Paycheck,1579.89,credit,Paycheck,Checking
12/17/2018,BP,138.18,debit,Television,Silver Card
03/01/2018,Spotify,1.75,debit,Restaurants,Platinum Card
04/06/2018,Biweekly Paycheck,2187.16,debit,Paycheck,Checking
09/19/2019,Credit Card Payment,1327.28,debit,Paycheck,Checking
12/21/2018,Credit Card Payment,1.75,debit,Credit Card Payment,Platinum Card
01/10/2018,Credit Card Payment,1.75,debit,Restaurants,Platinum Card
05/09/2018,Credit Card Payment,2099.93,credit,Credit Card Payment,Checking
01/22/2018,Credit Card Payment,80.84,credit,Utilities,Checking
05/15/2018,Amazon,11.9,debit,Home Improvement,Platinum Card
01/15/2019,Mediterranean Restaurant,198.96,debit,Music,Platinum Card
07/08/2018,Hardware Store,164.8,debit,Alcohol & Bars,Platinum Card
05/03/2019,Roadside Diner,3347.76,debit,Credit Card Payment,Platinum Card
09/09/2018,Grocery Store,169.14,debit,Restaurants,Platinum Card
06/28/2018,Brewing Company,173.84,debit,Alcohol & Bars,Platinum Card
05/03/2018,Wendy's,191.63,debit,Restaurants,Platinum Card
10/27/2018,Grocery Store,1.75,debit,Gas & Fuel,Platinum Card
06/09/2018,Netflix,170.24,debit,Restaurants,Platinum Card
05/06/2018,Liquor Store,1760.61,debit,Groceries,Silver Card
01/18/2019,Internet Service Provider,3359.26,debit,Paycheck,Checking
01/01/2018,Biweekly Paycheck,1915.67,credit,Credit Card Payment,Silver Card
12/04/2018,American Tavern,1.75,debit,Groceries,Silver Card
04/21/2018,New York Deli,192.74,debit,Alcohol & Bars,Checking
01/18/2019,Credit Card Payment,813.32,credit,Credit Card Payment,Checking
05/12/2018,Amazon,199.6,debit,Gas & Fuel,Platinum Card
04/25/2018,American Tavern,76.05,debit,Electronics & Software,Platinum Card
08/20/2018,Hardware Store,192.29,debit,Credit Card Payment,Silver Card
05/11/2018,Greek Restaurant,48.88,debit,Internet,Silver Card
04/28/2018,Amazon,157.21,debit,Internet,Platinum Card
04/26/2019,Amazon,170.57,debit,Restaurants,Platinum Card
01/11/2018,Gas Company,97.07,debit,Utilities,Checking
06/26/2018,Biweekly Paycheck,454.6,credit,Paycheck,Checking
05/10/2019,Credit Card Payment,188.9,debit,Gas & Fuel,Platinum Card
06/15/2018,Barbershop,185.9,debit,Haircut,Platinum Card
05/27/2019,Thai Restaurant,151.28,debit,Auto Insurance,Platinum Card
03/28/2018,Liquor Store,199.18,debit,Shopping,Platinum Card
06/27/2018,City Water Charges,61.51,debit,Gas & Fuel,Platinum Card
01/24/2019,Bojangles,151.4,debit,Shopping,Checking
01/04/2019,Blue Sky Market,200.36,debit,Utilities,Checking
01/01/2018,State Farm,1.75,debit,Restaurants,Platinum Card
01/05/2018,Mortgage Payment,850.5,credit,Paycheck,Checking
02/04/2018,Gas Company,1.75,debit,Television,Platinum Card
10/09/2018,Grocery Store,171.7,debit,Internet,Silver Card
05/12/2018,Starbucks,144.12,debit,Restaurants,Platinum Card
04/20/2018,Brunch Restaurant,191.68,debit,Gas & Fuel,Silver Card
07/09/2018,BP,157.65,debit,Auto Insurance,Checking
01/09/2019,Food Truck,192.93,debit,Restaurants,Platinum Card
12/18/2018,Grocery Store,187.85,debit,Restaurants,Platinum Card
05/01/2018,Grocery Store,1.75,debit,Shopping,Platinum Card
08/15/2018,Netflix,1.75,debit,Movies & DVDs,Platinum Card
11/21/2018,Hardware Store,1.75,debit,Restaurants,Platinum Card
03/15/2019,Credit Card Payment,2304.72,credit,Paycheck,Checking
04/30/2018,Internet Service Provider,2690.93,credit,Paycheck,Checking
05/07/2019,Grocery Store,173.32,debit,Fast Food,Checking
03/08/2018,QuikTrip,33.01,debit,Restaurants,Platinum Card
03/01/2019,Credit Card Payment,2166.55,debit,Utilities,Checking
03/08/2018,Grocery Store,168.68,debit,Haircut,Silver Card
04/25/2018,Gas Company,1.75,debit,Mortgage & Rent,Checking
01/21/2019,Credit Card Payment,3313.71,credit,Credit Card Payment,Checking
04/22/2019,American Tavern,1.75,debit,Mortgage & Rent,Silver Card
04/11/2018,Roadside Diner,3328.74,credit,Credit Card Payment,Checking
01/24/2019,State Farm,93.97,debit,Mortgage & Rent,Checking
07/21/2018,Bojangles,172.1,debit,Music,Silver Card
07/09/2018,Internet Service Provider,1.75,debit,Gas & Fuel,Platinum Card
05/09/2018,Credit Card Payment,2406.21,credit,Credit Card Payment,Silver Card
06/03/2019,Thai Restaurant,795.9,debit,Auto Insurance,Silver Card
06/26/2018,Mexican Restaurant,96.59,debit,Internet,Platinum Card
08/15/2018,Credit Card Payment,1.75,debit,Restaurants,Platinum Card
03/18/2019,Credit Card Payment,2676.92,credit,Credit Card Payment,Checking
04/23/2018,Credit Card Payment,2.74,debit,Credit Card Payment,Platinum Card
04/04/2018,Biweekly Paycheck,2159.71,debit,Credit Card Payment,Platinum Card
09/07/2018,Credit Card Payment,2626.49,credit,Credit Card Payment,Checking
04/25/2018,Greek Restaurant,1.75,debit,Movies & DVDs,Platinum Card
07/09/2018,Valero,190.76,debit,Restaurants,Platinum Card
01/09/2018,Grocery Store,180.96,debit,Restaurants,Platinum Card
03/22/2019,Mike's Construction Co.,193.02,debit,Internet,Checking
06/02/2018,Biweekly Paycheck,168.23,debit,Utilities,Platinum Card
06/08/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
01/22/2019,Credit Card Payment,200.76,debit,Credit Card Payment,Checking
07/09/2018,Credit Card Payment,1.75,debit,Internet,Platinum Card
01/05/2018,Gas Company,103.97,debit,Gas & Fuel,Platinum Card
11/26/2018,Credit Card Payment,1.75,debit,Credit Card Payment,Platinum Card
04/08/2018,Sushi Restaurant,183.25,debit,Haircut,Silver Card
03/01/2018,Credit Card Payment,3353.52,credit,Credit Card Payment,Checking
08/18/2018,German Restaurant,1.75,debit,Restaurants,Platinum Card
02/05/2018,Credit Card Payment,152.38,credit,Credit Card Payment,Platinum Card
02/15/2019,Biweekly Paycheck,2228.61,credit,Paycheck,Checking
07/10/2018,Mexican Restaurant,1.75,debit,Utilities,Platinum Card
05/09/2019,Amazon,199.6,debit,Restaurants,Platinum Card
04/14/2018,Irish Pub,1362.58,credit,Haircut,Checking
01/20/2018,Blue Sky Market,174.05,debit,Music,Silver Card
06/02/2018,Grocery Store,107.85,debit,Restaurants,Silver Card
04/30/2019,Exxon,32.01,debit,Restaurants,Silver Card
01/24/2019,Mortgage Payment,2185.24,debit,Movies & DVDs,Checking
03/26/2018,Credit Card Payment,781.34,debit,Alcohol & Bars,Platinum Card
06/09/2018,Credit Card Payment,196.68,debit,Credit Card Payment,Silver Card
10/04/2018,Amazon,100.75,debit,Mobile Phone,Silver Card
11/19/2018,Thai Restaurant,1.75,debit,Shopping,Platinum Card
05/15/2018,City Water Charges,120.59,debit,Mobile Phone,Platinum Card
03/20/2018,Power Company,1.75,debit,Shopping,Platinum Card
01/05/2019,Biweekly Paycheck,2312.87,credit,Paycheck,Checking
05/14/2018,Amazon Video,1.75,debit,Home Improvement,Platinum Card
08/06/2019,BBQ Restaurant,146.42,debit,Groceries,Platinum Card
08/06/2019,Biweekly Paycheck,1302.23,credit,Credit Card Payment,Checking
01/05/2019,Greek Restaurant,1.75,debit,Electronics & Software,Platinum Card
05/11/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
05/06/2018,Netflix,1.75,debit,Gas & Fuel,Silver Card
01/15/2018,Grocery Store,1.75,debit,Gas & Fuel,Platinum Card
07/09/2018,Grocery Store,153.5,debit,Gas & Fuel,Platinum Card
01/03/2018,Credit Card Payment,2020.57,debit,Credit Card Payment,Platinum Card
03/23/2019,Biweekly Paycheck,3069.17,credit,Paycheck,Checking
02/21/2018,Gas Company,152.25,debit,Restaurants,Platinum Card
06/14/2019,Credit Card Payment,164.38,debit,Fast Food,Checking
10/08/2018,Credit Card Payment,740.11,debit,Credit Card Payment,Platinum Card
04/01/2018,Biweekly Paycheck,1839.56,credit,Paycheck,Platinum Card
10/26/2018,BBQ Restaurant,1.75,debit,Internet,Platinum Card
01/21/2019,Food Truck,969.83,credit,Credit Card Payment,Checking
08/27/2018,Biweekly Paycheck,1651.99,credit,Credit Card Payment,Platinum Card
07/21/2018,Credit Card Payment,916.73,credit,Credit Card Payment,Checking
10/10/2018,Hardware Store,171.55,debit,Credit Card Payment,Checking
06/17/2019,Fancy Restaurant,187.58,debit,Home Improvement,Platinum Card
04/28/2018,Amazon,44.61,debit,Restaurants,Platinum Card
04/28/2018,Hardware Store,1.75,debit,Groceries,Platinum Card
01/01/2018,State Farm,1.75,debit,Alcohol & Bars,Platinum Card
02/14/2018,Grocery Store,1.75,debit,Movies & DVDs,Platinum Card
07/20/2018,City Water Charges,6.61,debit,Restaurants,Silver Card
07/10/2018,Movie Theater,718.65,debit,Paycheck,Checking
05/29/2018,American Tavern,1.75,debit,Restaurants,Platinum Card
07/09/2018,Amazon,1.75,debit,Credit Card Payment,Platinum Card
10/22/2018,Biweekly Paycheck,1.75,debit,Mobile Phone,Platinum Card
07/25/2018,Brewing Company,1.75,debit,Restaurants,Platinum Card
09/02/2018,Biweekly Paycheck,1.75,credit,Paycheck,Checking
01/21/2019,Biweekly Paycheck,3249.67,credit,Paycheck,Checking
03/27/2019,Biweekly Paycheck,2186.47,credit,Paycheck,Checking
01/16/2018,State Farm,1.75,debit,Restaurants,Platinum Card
08/01/2018,Amazon,1.75,debit,Gas & Fuel,Platinum Card
06/01/2018,BBQ Restaurant,195.36,debit,Restaurants,Platinum Card
02/22/2018,Grocery Store,1.75,debit,Restaurants,Silver Card
07/15/2018,Pizza Place,127.55,debit,Food & Dining,Platinum Card
03/01/2019,Biweekly Paycheck,3162.47,credit,Paycheck,Checking
05/04/2018,Movie Theater,1.75,debit,Shopping,Platinum Card
03/18/2019,Gas Company,179.45,debit,Restaurants,Silver Card
07/31/2018,Hardware Store,1.75,debit,Utilities,Platinum Card
08/06/2019,Mike's Construction Co.,1.75,debit,Restaurants,Silver Card
01/03/2018,Grocery Store,196.76,debit,Alcohol & Bars,Silver Card
06/22/2018,Amazon,196.83,debit,Alcohol & Bars,Platinum Card
03/05/2019,Biweekly Paycheck,1.75,credit,Credit Card Payment,Platinum Card
03/03/2018,Credit Card Payment,1587.45,credit,Paycheck,Platinum Card
05/21/2018,Biweekly Paycheck,3359.44,debit,Paycheck,Checking
03/01/2019,Mortgage Payment,124.59,debit,Utilities,Platinum Card
04/30/2019,Starbucks,7.76,debit,Shopping,Platinum Card
06/26/2018,Phone Company,1.75,debit,Gas & Fuel,Platinum Card
05/25/2019,Spotify,37.97,debit,Home Improvement,Platinum Card
04/30/2019,Conoco,1.75,debit,Music,Platinum Card
10/27/2018,State Farm,134.93,debit,Alcohol & Bars,Silver Card
01/19/2018,Hardware Store,1.75,debit,Restaurants,Platinum Card
06/09/2018,Brewing Company,200.42,debit,Restaurants,Silver Card
12/26/2018,Grocery Store,1.75,debit,Coffee Shops,Platinum Card
03/09/2018,Grocery Store,166.58,debit,Restaurants,Platinum Card
11/12/2018,Seafood Restaurant,183.3,debit,Groceries,Platinum Card
11/06/2018,Credit Card Payment,1.75,debit,Mortgage & Rent,Silver Card
01/20/2018,Sheetz,165.15,debit,Restaurants,Platinum Card
07/19/2019,Grocery Store,199.91,debit,Alcohol & Bars,Checking
04/23/2018,BBQ Restaurant,1.75,debit,Restaurants,Platinum Card
12/07/2018,Movie Theater,90.93,debit,Movies & DVDs,Platinum Card
05/15/2018,Power Company,194.5,debit,Paycheck,Silver Card
01/12/2018,Brewing Company,133.32,debit,Television,Platinum Card
02/22/2018,Biweekly Paycheck,738.58,debit,Paycheck,Checking
01/23/2018,Grocery Store,173.84,debit,Restaurants,Silver Card
06/03/2018,Roadside Diner,1.75,debit,Restaurants,Platinum Card
04/22/2018,Greek Restaurant,126.36,debit,Paycheck,Platinum Card
04/08/2018,Belgian Restaurant,199.9,debit,Restaurants,Platinum Card
05/06/2018,American Tavern,152.3,debit,Utilities,Platinum Card
03/05/2019,Biweekly Paycheck,3149.06,credit,Credit Card Payment,Checking
08/20/2018,American Tavern,94.46,credit,Credit Card Payment,Checking
01/22/2018,Credit Card Payment,1.75,credit,Credit Card Payment,Platinum Card
06/27/2018,Starbucks,2086.21,debit,Paycheck,Platinum Card
05/15/2018,Grocery Store,200.04,debit,Utilities,Silver Card
06/04/2018,Latin Restaurant,1.75,debit,Restaurants,Platinum Card
01/21/2019,Grocery Store,193.99,debit,Haircut,Platinum Card
04/24/2018,Spotify,123.46,debit,Groceries,Platinum Card
06/07/2019,Credit Card Payment,2101.32,credit,Paycheck,Platinum Card
06/28/2019,Brunch Restaurant,198.26,debit,Music,Platinum Card
07/09/2018,Spotify,151.8,debit,Restaurants,Checking
06/04/2018,Phone Company,1.75,debit,Restaurants,Platinum Card
03/01/2018,Credit Card Payment,72.91,debit,Restaurants,Platinum Card
05/17/2018,Thai Restaurant,952.03,debit,Fast Food,Checking
04/18/2019,Netflix,184.89,debit,Mortgage & Rent,Platinum Card
08/06/2019,Liquor Store,1.75,debit,Utilities,Platinum Card
08/31/2019,Grocery Store,198.33,debit,Shopping,Platinum Card
05/24/2019,Wendy's,192.29,debit,Restaurants,Platinum Card
08/30/2018,Hardware Store,200.59,debit,Gas & Fuel,Silver Card
